cohort_month,cash_request_id,status,cash_request_amount
2020-09,16101.0,3,50.0
2020-09,16102.0,3,100.0
2020-09,16118.0,3,50.0
2020-09,16133.0,3,100.0
2020-09,16135.0,3,100.0
2020-09,16144.0,3,100.0
2020-09,16146.0,4,50.0
2020-09,16218.0,3,100.0
2020-09,16221.0,3,100.0
2020-09,16227.0,3,50.0
2020-09,16239.0,4,100.0
2020-09,16250.0,3,50.0
2020-09,16268.0,3,50.0
2020-09,16274.0,3,100.0
2020-09,16280.0,3,100.0
2020-09,16292.0,4,100.0
2020-09,16329.0,3,100.0
2020-09,16394.0,3,100.0
2020-09,16407.0,3,100.0
2020-09,16424.0,3,100.0
2020-09,16428.0,3,100.0
2020-09,16437.0,3,100.0
2020-09,16443.0,4,100.0
2020-09,16448.0,3,100.0
2020-09,16455.0,3,50.0
2020-09,16456.0,3,100.0
2020-09,16471.0,4,50.0
2020-09,16472.0,3,100.0
2020-09,16487.0,3,100.0
2020-09,16488.0,3,100.0
2020-09,16523.0,4,50.0
2020-09,16532.0,4,80.0
2020-09,16534.0,3,35.0
2020-09,16543.0,3,100.0
2020-09,16549.0,4,100.0
2020-09,16554.0,4,100.0
2020-09,16558.0,3,70.0
2020-09,16562.0,3,100.0
2020-09,16571.0,4,50.0
2020-09,16577.0,3,70.0
2020-09,16585.0,3,50.0
2020-09,16609.0,3,50.0
2020-09,16619.0,4,100.0
2020-09,16626.0,4,100.0
2020-09,16634.0,3,50.0
2020-09,16649.0,3,100.0
2020-09,16676.0,3,20.0
2020-09,16706.0,3,50.0
2020-09,16708.0,4,50.0
2020-09,16725.0,3,100.0
2020-09,16728.0,3,100.0
2020-09,16744.0,3,50.0
2020-09,16788.0,3,50.0
2020-09,16794.0,3,100.0
2020-09,16810.0,3,100.0
2020-09,16828.0,3,50.0
2020-09,16834.0,3,100.0
2020-09,16876.0,3,100.0
2020-09,16879.0,3,70.0
2020-09,16928.0,3,50.0
2020-09,16931.0,4,100.0
2020-09,16935.0,3,50.0
2020-09,16936.0,3,50.0
2020-09,16947.0,4,100.0
2020-09,16975.0,3,50.0
2020-09,16984.0,3,100.0
2020-09,17012.0,3,50.0
2020-09,17013.0,4,100.0
2020-09,17029.0,3,100.0
2020-09,17038.0,3,100.0
2020-09,17067.0,4,50.0
2020-09,17070.0,3,100.0
2020-09,17074.0,3,30.0
2020-09,17076.0,3,50.0
2020-09,17077.0,4,100.0
2020-09,17084.0,3,50.0
2020-09,17091.0,3,50.0
2020-09,17099.0,3,90.0
2020-09,17102.0,3,100.0
2020-09,17134.0,3,50.0
2020-09,17139.0,3,50.0
2020-09,17143.0,3,100.0
2020-09,17145.0,3,100.0
2020-09,17147.0,3,100.0
2020-09,17150.0,3,100.0
2020-09,17157.0,4,100.0
2020-09,17178.0,4,100.0
2020-09,17179.0,3,100.0
2020-09,17186.0,3,100.0
2020-09,17187.0,3,70.0
2020-09,17199.0,4,100.0
2020-09,17203.0,3,50.0
2020-09,17230.0,3,100.0
2020-09,17252.0,3,50.0
2020-09,17257.0,3,50.0
2020-09,17259.0,3,100.0
2020-09,17266.0,4,50.0
2020-09,17268.0,4,100.0
2020-09,17272.0,3,100.0
2020-09,17281.0,4,50.0
2020-09,17299.0,3,50.0
2020-09,17318.0,3,100.0
2020-09,17350.0,3,100.0
2020-09,17353.0,3,100.0
2020-09,17372.0,3,50.0
2020-09,17374.0,3,50.0
2020-09,17383.0,3,60.0
2020-09,17404.0,4,100.0
2020-09,17417.0,3,50.0
2020-09,17425.0,3,50.0
2020-09,17435.0,3,50.0
2020-09,17439.0,3,100.0
2020-09,17447.0,3,50.0
2020-09,17457.0,3,100.0
2020-09,17480.0,3,60.0
2020-09,17494.0,4,100.0
2020-09,17499.0,3,100.0
2020-09,17505.0,3,100.0
2020-09,17510.0,3,100.0
2020-09,17520.0,3,50.0
2020-09,17538.0,4,50.0
2020-09,17545.0,3,50.0
2020-09,17560.0,4,100.0
2020-09,17564.0,3,50.0
2020-09,17571.0,3,100.0
2020-09,17590.0,3,100.0
2020-09,17601.0,3,50.0
2020-09,17605.0,3,100.0
2020-09,17619.0,3,100.0
2020-09,17622.0,3,100.0
2020-09,17643.0,4,50.0
2020-09,17667.0,3,100.0
2020-09,17679.0,3,50.0
2020-09,17680.0,3,100.0
2020-09,17687.0,3,100.0
2020-09,17695.0,3,20.0
2020-09,17710.0,4,100.0
2020-09,17713.0,3,100.0
2020-09,17726.0,3,100.0
2020-09,17729.0,3,100.0
2020-09,17730.0,3,50.0
2020-09,17734.0,3,100.0
2020-09,17759.0,3,100.0
2020-09,17766.0,3,50.0
2020-09,17767.0,3,20.0
2020-09,17772.0,3,100.0
2020-09,17786.0,4,50.0
2020-09,17792.0,3,100.0
2020-09,17793.0,3,100.0
2020-09,17797.0,3,50.0
2020-09,17799.0,3,50.0
2020-09,17803.0,3,100.0
2020-09,17806.0,3,100.0
2020-09,17814.0,3,100.0
2020-09,17819.0,3,100.0
2020-09,17824.0,4,100.0
2020-09,17832.0,3,100.0
2020-09,17841.0,3,50.0
2020-09,17868.0,3,100.0
2020-09,17882.0,3,50.0
2020-09,17883.0,3,100.0
2020-09,17896.0,3,50.0
2020-09,17900.0,4,100.0
2020-09,17914.0,3,50.0
2020-09,17915.0,3,100.0
2020-09,17919.0,3,50.0
2020-09,17921.0,3,50.0
2020-09,17925.0,4,50.0
2020-09,17935.0,4,50.0
2020-09,17947.0,3,100.0
2020-09,17957.0,3,50.0
2020-09,17958.0,3,100.0
2020-09,17963.0,3,50.0
2020-09,17974.0,3,50.0
2020-09,17982.0,3,100.0
2020-09,17986.0,4,100.0
2020-09,17997.0,3,100.0
2020-09,18010.0,4,100.0
2020-09,18012.0,3,100.0
2020-09,18016.0,3,50.0
2020-09,18019.0,3,50.0
2020-09,18032.0,4,100.0
2020-09,18044.0,3,100.0
2020-09,18045.0,3,100.0
2020-09,18049.0,3,50.0
2020-09,18052.0,3,50.0
2020-09,18059.0,3,50.0
2020-09,18076.0,3,100.0
2020-09,18077.0,3,50.0
2020-09,18094.0,3,50.0
2020-09,18096.0,3,50.0
2020-09,18108.0,3,100.0
2020-09,18161.0,3,50.0
2020-09,18175.0,3,100.0
2020-09,18194.0,4,100.0
2020-09,18197.0,4,100.0
2020-09,18207.0,3,100.0
2020-09,18208.0,3,60.0
2020-09,18256.0,4,50.0
2020-09,18257.0,3,50.0
2020-09,18264.0,4,100.0
2020-09,18279.0,4,100.0
2020-09,18314.0,3,100.0
2020-09,18350.0,3,100.0
2020-09,18405.0,3,50.0
2020-09,18419.0,3,100.0
2020-09,18439.0,3,100.0
2020-09,18451.0,3,100.0
2020-09,18514.0,,50.0
2020-09,18585.0,3,50.0
2020-10,18651.0,4,40.0
2020-10,18716.0,3,100.0
2020-10,18727.0,3,100.0
2020-10,18759.0,3,100.0
2020-10,18780.0,3,50.0
2020-10,18785.0,3,50.0
2020-10,18797.0,3,50.0
2020-10,18818.0,4,50.0
2020-10,18831.0,3,100.0
2020-10,18876.0,3,50.0
2020-10,18941.0,3,100.0
2020-10,19028.0,3,50.0
2020-10,19182.0,3,100.0
2020-10,19243.0,3,50.0
2020-10,19246.0,3,50.0
2020-10,19250.0,3,50.0
2020-10,19266.0,4,50.0
2020-10,19276.0,3,50.0
2020-10,19350.0,3,50.0
2020-10,19355.0,3,100.0
2020-10,19385.0,3,50.0
2020-10,19461.0,4,50.0
2020-10,19465.0,3,100.0
2020-10,19517.0,3,50.0
2020-10,19563.0,3,100.0
2020-10,19575.0,3,50.0
2020-10,19606.0,3,100.0
2020-10,19878.0,3,100.0
2020-10,19911.0,3,100.0
2020-10,19952.0,3,100.0
2020-10,19981.0,4,100.0
2020-10,19988.0,3,50.0
2020-10,20012.0,3,100.0
2020-10,20033.0,4,50.0
2020-10,20071.0,3,60.0
2020-10,20134.0,3,100.0
2020-10,20166.0,3,100.0
2020-10,20272.0,4,50.0
2020-10,20274.0,3,50.0
2020-10,20387.0,3,50.0
2020-10,20391.0,4,100.0
2020-10,20472.0,4,50.0
2020-10,20680.0,3,100.0
2020-10,20786.0,4,100.0
2020-10,20931.0,3,100.0
2020-10,21136.0,3,50.0
2020-10,21176.0,3,100.0
2020-10,21400.0,4,100.0
2020-10,21497.0,3,100.0
2020-10,21754.0,3,100.0
